Serial No.		Street Name				Closure type
4323			701 n. sacramento			No Street full closure
4324			701 n. sacramento			No Street full closure
4325			701 n. sacramento			No Street full closure
4326			701 n. sacramento			No Street full closure
4327			701 n. sacramento			No Street full closure
4328			701 n. sacramento			No Street full closure
4329			10300 s. doty			No Street full closure
4330			10300 s. doty			No Street full closure
4331			10300 s. doty			No Street full closure
4332			10300 s. doty			No Street full closure
4333			701 n. sacramento			No Street full closure
4334			10300 s. doty			No Street full closure
4335			701 n. sacramento			No Street full closure
4336			10300 s. doty			No Street full closure
4337			701 n. sacramento			No Street full closure
4338			701 n. sacramento			No Street full closure
4339			10300 s. doty			No Street full closure
4340			10300 s. doty			No Street full closure
4341			10300 s. doty			No Street full closure
4342			701 n. sacramento			No Street full closure
4343			10300 s. doty			No Street full closure
4344			701 n. sacramento			No Street full closure
4345			10300 s. doty			No Street full closure
4346			10300 s. doty			No Street full closure
4347			701 n. sacramento			No Street full closure
4348			701 n. sacramento			No Street full closure
4349			10300 s. doty			No Street full closure
4350			701 n. sacramento			No Street full closure
4351			701 n. sacramento			No Street full closure
4352			10300 s. doty			No Street full closure
4353			701 n. sacramento			No Street full closure
4354			10300 s. doty			No Street full closure
4355			10300 s. doty			No Street full closure
4356			701 n. sacramento			No Street full closure
4357			10300 s. doty			No Street full closure
4358			10300 s. doty			No Street full closure
4359			10300 s. doty			No Street full closure
4360			10300 s. doty			No Street full closure
4361			10300 s. doty			No Street full closure
4362			10300 s. doty			No Street full closure
4363			701 n. sacramento			No Street full closure
4364			10300 s. doty			No Street full closure
4365			10300 s. doty			No Street full closure
4366			10300 s. doty			No Street full closure
4367			10300 s. doty			No Street full closure
4368			10300 s. doty			No Street full closure
4369			10300 s. doty			No Street full closure
4370			10300 s. doty			No Street full closure
4371			10300 s. doty			No Street full closure
4372			10300 s. doty			No Street full closure
4373			10300 s. doty			No Street full closure
4374			10300 s. doty			No Street full closure
4375			10300 s. doty			No Street full closure
4376			701 n. sacramento			No Street full closure
4377			10300 s. doty			No Street full closure
4378			10300 s. doty			No Street full closure
4379			10300 s. doty			No Street full closure
4380			10300 s. doty			No Street full closure
4381			10300 s. doty			No Street full closure
4382			10300 s. doty			No Street full closure
4383			701 n. sacramento			No Street full closure
4384			701 n. sacramento			No Street full closure
4385			10300 s. doty			No Street full closure
4386			10300 s. doty			No Street full closure
4387			10300 s. doty			No Street full closure
4388			10300 s. doty			No Street full closure
4389			10300 s. doty			No Street full closure
4390			701 n. sacramento			No Street full closure
4391			10300 s. doty			No Street full closure
4392			10300 s. doty			No Street full closure
4393			10300 s. doty			No Street full closure
4394			10300 s. doty			No Street full closure
4395			10300 s. doty			No Street full closure
4396			10300 s. doty			No Street full closure
4397			10300 s. doty			No Street full closure
4398			10300 s. doty			No Street full closure
4399			10300 s. doty			No Street full closure
4400			10300 s. doty			No Street full closure
4401			10300 s. doty			No Street full closure
4402			10300 s. doty			No Street full closure
4403			10300 s. doty			No Street full closure
4404			10300 s. doty			No Street full closure
4405			10300 s. doty			No Street full closure
4406			10300 s. doty			No Street full closure
4407			10300 s. doty			No Street full closure
4408			10300 s. doty			No Street full closure
4409			10300 s. doty			No Street full closure
4410			10300 s. doty			No Street full closure
4411			10300 s. doty			No Street full closure
4412			701 n. sacramento			No Street full closure
4413			10300 s. doty			No Street full closure
4414			10300 s. doty			No Street full closure
4415			10300 s. doty			No Street full closure
4416			701 n. sacramento			No Street full closure
4417			10300 s. doty			No Street full closure
4418			10300 s. doty			No Street full closure
4419			10300 s. doty			No Street full closure
4420			10300 s. doty			No Street full closure
4421			701 n. sacramento			No Street full closure
4422			10300 s. doty			No Street full closure
4423			10300 s. doty			No Street full closure
4424			10300 s. doty			No Street full closure
4425			10300 s. doty			No Street full closure
4426			701 n. sacramento			No Street full closure
4427			701 n. sacramento			No Street full closure
4428			701 n. sacramento			No Street full closure
4429			701 n. sacramento			No Street full closure
4430			701 n. sacramento			No Street full closure
4431			701 n. sacramento			No Street full closure
4432			701 n. sacramento			No Street full closure
4433			10300 s. doty			No Street full closure
4434			701 n. sacramento			No Street full closure
4435			10300 s. doty			No Street full closure
4436			701 n. sacramento			No Street full closure
4437			10300 s. doty			No Street full closure
4438			701 n. sacramento			No Street full closure
4439			701 n. sacramento			No Street full closure
4440			701 n. sacramento			No Street full closure
4441			10300 s. doty			No Street full closure
4442			10300 s. doty			No Street full closure
4443			701 n. sacramento			No Street full closure
4444			701 n. sacramento			No Street full closure
4445			701 n. sacramento			No Street full closure
4446			701 n. sacramento			No Street full closure
4447			701 n. sacramento			No Street full closure
4448			701 n. sacramento			No Street full closure
4449			701 n. sacramento			No Street full closure
4450			10300 s. doty			No Street full closure
4451			701 n. sacramento			No Street full closure
4452			701 n. sacramento			No Street full closure
4453			10300 s. doty			No Street full closure
4454			701 n. sacramento			No Street full closure
4455			701 n. sacramento			No Street full closure
4456			10300 s. doty			No Street full closure
4457			10300 s. doty			No Street full closure
4458			701 n. sacramento			No Street full closure
4459			10300 s. doty			No Street full closure
4460			701 n. sacramento			No Street full closure
4461			701 n. sacramento			No Street full closure
4462			701 n. sacramento			No Street full closure
4463			701 n. sacramento			No Street full closure
4464			701 n. sacramento			No Street full closure
4465			10300 s. doty			No Street full closure
4466			701 n. sacramento			No Street full closure
4467			701 n. sacramento			No Street full closure
4468			701 n. sacramento			No Street full closure
4469			701 n. sacramento			No Street full closure
4470			701 n. sacramento			No Street full closure
4471			10300 s. doty			No Street full closure
4472			10300 s. doty			No Street full closure
4473			701 n. sacramento			No Street full closure
4474			701 n. sacramento			No Street full closure
4475			701 n. sacramento			No Street full closure
4476			701 n. sacramento			No Street full closure
4477			10300 s. doty			No Street full closure
4478			10300 s. doty			No Street full closure
4479			701 n. sacramento			No Street full closure
4480			701 n. sacramento			No Street full closure
4481			701 n. sacramento			No Street full closure
4482			701 n. sacramento			No Street full closure
4483			701 n. sacramento			No Street full closure
4484			701 n. sacramento			No Street full closure
4485			10300 s. doty			No Street full closure
4486			10300 s. doty			No Street full closure
4487			701 n. sacramento			No Street full closure
4488			701 n. sacramento			No Street full closure
4489			701 n. sacramento			No Street full closure
4490			701 n. sacramento			No Street full closure
4491			10300 s. doty			No Street full closure
4492			10300 s. doty			No Street full closure
4493			701 n. sacramento			No Street full closure
4494			701 n. sacramento			No Street full closure
4495			10300 s. doty			No Street full closure
4496			701 n. sacramento			No Street full closure
4497			701 n. sacramento			No Street full closure
4498			701 n. sacramento			No Street full closure
4499			701 n. sacramento			No Street full closure
4500			701 n. sacramento			No Street full closure
4501			701 n. sacramento			No Street full closure
4502			10300 s. doty			No Street full closure
4503			10300 s. doty			No Street full closure
4504			701 n. sacramento			No Street full closure
4505			701 n. sacramento			No Street full closure
4506			701 n. sacramento			No Street full closure
4507			701 n. sacramento			No Street full closure
